Name,Wallet,Wins,Losses,Total Won,Total Lost,Duplicated Bets,Diff Outcome Count,Diff Outcome Details
justwins,0xa2cced8bfae7d645f7f437fb76becf2fcbb70cbc,16,10,271185.14,144820.79,16,0,
Car,0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,51,14,480426.93,5569.81,33,9,"us-strike-on-syria-by-december-31-426: Different outcomes (No, Yes); kodiak-fdv-above-50m-one-day-after-launch: Different outcomes (No, Yes); will-trump-meet-with-zelenskyy-by-december-31-194-484: Different outcomes (No, Yes); russia-x-ukraine-ceasefire-by-january-31-2026: Different outcomes (No, Yes); will-anyone-be-charged-over-daycare-fraud-in-minnesota: Different outcomes (No, Yes); epstein-blackmail-evidence-released-by-march-31: Different outcomes (No, Yes); will-donald-trump-say-putin-at-least-once-during-ukraine-president-events-on-december-28: Different outcomes (No, Yes); epstein-blackmail-files-released-in-2025: Different outcomes (No, Yes); will-donald-trump-say-eighth-war-or-eight-wars-during-ukraine-president-events-on-december-28: Different outcomes (No, Yes)"
elkmonkey,0xead152b855effa6b5b5837f53b24c0756830c76a,69,8,252291.26,3189.85,49,7,"elc-cov-ips-2025-12-29-cov: Different outcomes (No, Yes); nhl-nyr-car-2025-12-29: Different outcomes (Hurricanes, Rangers); nba-phx-was-2025-12-29: Different outcomes (Suns, Wizards); nba-den-mia-2025-12-29: Different outcomes (Nuggets, Heat); nba-orl-tor-2025-12-29: Different outcomes (Magic, Raptors); nba-ind-hou-2025-12-29: Different outcomes (Pacers, Rockets); nba-mil-cha-2025-12-29: Different outcomes (Bucks, Hornets)"
Flipadelphia,0x448861155279dbf833d041b963e3ac854599e319,58,40,500939.71,111599.48,60,2,"epstein-blackmail-evidence-released-by-march-31: Different outcomes (No, Yes); cfb-flint-utsa-2025-12-26-total-61pt5: Different outcomes (Under, Over)"
0xfd6812c5a8e0a940ebef7be718c55b4bfdb9a333,0xfd6812c5a8e0a940ebef7be718c55b4bfdb9a333,1,0,61828.32,0.0,0,0,
Economancy,0x7e507842c280238a62301146a592a27486d82a28,21,12,453669.89,176410.27,22,0,
ProfessionalPunter,0x22e4248bdb066f65c9f11cd66cdd3719a28eef1c,30,4,127361.94,522.17,22,1,"will-kabuto-1st-edition-card-hit-100-by-december-31: Different outcomes (No, Yes)"
Kickstand7,0xd1acd3925d895de9aec98ff95f3a30c5279d08d5,24,6,907502.94,2243.94,22,8,"will-jake-paul-win-his-boxing-match-against-anthony-joshua: Different outcomes (No, Yes); cfb-tulane-miss-2025-12-20-spread-home-17pt5: Different outcomes (Ole Miss, Tulane); will-trump-release-the-epstein-files-by-december-19-771: Different outcomes (No, Yes); will-trump-nominate-kevin-warsh-as-the-next-fed-chair: Different outcomes (No, Yes); will-artificial-intelligence-be-times-person-of-the-year-for-2025: Different outcomes (No, Yes); nfl-gb-chi-2025-12-20: Different outcomes (Bears, Packers); nfl-la-sea-2025-12-18: Different outcomes (Rams, Seahawks); boxing-andrew-tate-vs-chase-demoor: Different outcomes (Demoor, Tate)"
Sai2010,0xd1a535ed8543fc1852c87e2fb9ef6fed1c549de7,20,2,72701.86,68.8,15,0,
ss88ss,0x57c22158a0fba791d6c3049a8aa981e0c0ddb716,6,1,100026.81,40208.68,4,0,
pako,0x71edffd0d70a1da823ff07a3c6fc81457294d338,54,13,708648.07,1251.89,23,0,
Katello,0x86283633b8d8ee0c0d6db3ce4c7a23f811f56f0b,12,2,399502.08,1136.97,8,0,
kal-kalich,0x717415ddfb74c35208e24d2a90f5560c1921fe1b,18,13,65059.31,15911.38,2,0,
opulent,0x9c0f44a1168c4ff3afe3617a7c10560abe097b84,6,9,94953.81,42832.77,10,0,
cozyfnf,0x1ff26f9f8a048d4f6fb2e4283f32f6ca64d2dbbd,16,12,938749.19,1129601.64,15,0,
tcp2,0x6b7c75862e64d6e976d2c08ad9f9b54add6c5f83,50,42,19179.73,6553.2,66,55,"nfl-no-ten-2025-12-28: Different outcomes (Saints, Titans); nfl-sea-car-2025-12-28: Different outcomes (Panthers, Seahawks); nba-phi-okc-2025-12-28-total-225pt5: Different outcomes (Under, Over); nba-phx-nop-2025-12-27: Different outcomes (Pelicans, Suns); epl-cry-tot-2025-12-28-draw: Different outcomes (No, Yes); nba-phi-okc-2025-12-28: Different outcomes (76ers, Thunder); sea-ata-int-2025-12-28-int: Different outcomes (No, Yes); nfl-nyg-lv-2025-12-28: Different outcomes (Raiders, Giants); epl-sun-lee-2025-12-28-total-3pt5: Different outcomes (Under, Over); sea-bol-sas-2025-12-28-btts: Different outcomes (No, Yes); nba-ind-mia-2025-12-27: Different outcomes (Pacers, Heat); epl-sun-lee-2025-12-28-total-4pt5: Different outcomes (Under, Over); nba-phi-okc-2025-12-28-spread-home-15pt5: Different outcomes (76ers, Thunder); crsou-dur-mi-2025-12-28: Different outcomes (Durbans Super Giants, MI Cape Town); nfl-jax-ind-2025-12-28: Different outcomes (Colts, Jaguars); nba-den-orl-2025-12-27: Different outcomes (Nuggets, Magic); epl-sun-lee-2025-12-28-total-2pt5: Different outcomes (Under, Over); epl-cry-tot-2025-12-28-total-4pt5: Different outcomes (Under, Over); epl-cry-tot-2025-12-28-total-2pt5: Different outcomes (Under, Over); sea-cre-nap-2025-12-28-nap: Different outcomes (No, Yes); nba-gsw-tor-2025-12-28-spread-away-4pt5: Different outcomes (Warriors, Raptors); sea-cre-nap-2025-12-28-total-2pt5: Different outcomes (Under, Over); epl-cry-tot-2025-12-28-cry: Different outcomes (No, Yes); nfl-pit-cle-2025-12-28: Different outcomes (Steelers, Browns); nba-ind-mia-2025-12-27-spread-home-6pt5: Different outcomes (Pacers, Heat); cruae-gul-abu-2025-12-28: Different outcomes (Gulf Giants, Abu Dhabi Knight Riders); sea-bol-sas-2025-12-28-total-1pt5: Different outcomes (Under, Over); nba-uta-sas-2025-12-27: Different outcomes (Jazz, Spurs); epl-sun-lee-2025-12-28-total-1pt5: Different outcomes (Under, Over); epl-sun-lee-2025-12-28-sun: Different outcomes (No, Yes); epl-sun-lee-2025-12-28-lee: Different outcomes (No, Yes); nba-mil-chi-2025-12-27: Different outcomes (Bulls, Bucks); epl-sun-lee-2025-12-28-draw: Different outcomes (No, Yes); sea-bol-sas-2025-12-28-bol: Different outcomes (No, Yes); sea-ata-int-2025-12-28-total-3pt5: Different outcomes (Under, Over); nfl-phi-buf-2025-12-28: Different outcomes (Bills, Eagles); nba-gsw-tor-2025-12-28: Different outcomes (Warriors, Raptors); nba-gsw-tor-2025-12-28-total-223pt5: Different outcomes (Under, Over); nba-nyk-atl-2025-12-27: Different outcomes (Knicks, Hawks); epl-cry-tot-2025-12-28-total-3pt5: Different outcomes (Under, Over); sea-bol-sas-2025-12-28-draw: Different outcomes (No, Yes); epl-cry-tot-2025-12-28-btts: Different outcomes (No, Yes); sea-ata-int-2025-12-28-total-1pt5: Different outcomes (Under, Over); epl-cry-tot-2025-12-28-tot: Different outcomes (No, Yes); nba-phi-okc-2025-12-28-total-226pt5: Different outcomes (Under, Over); craus-mel-syd2-2025-12-28: Different outcomes (Sydney Thunder, Melbourne Stars); nba-cle-hou-2025-12-27-total-234pt5: Different outcomes (Under, Over); nfl-bal-gb-2025-12-27: Different outcomes (Ravens, Packers); nba-bkn-min-2025-12-27: Different outcomes (Timberwolves, Nets); epl-cry-tot-2025-12-28-total-1pt5: Different outcomes (Under, Over); nba-phi-okc-2025-12-28-spread-home-14pt5: Different outcomes (76ers, Thunder); sea-ata-int-2025-12-28-total-2pt5: Different outcomes (Under, Over); sea-bol-sas-2025-12-28-total-2pt5: Different outcomes (Under, Over); sea-ata-int-2025-12-28-btts: Different outcomes (No, Yes); sea-ata-int-2025-12-28-ata: Different outcomes (No, Yes)"
SeniorLaghetto,0x05ab749a8554fb7c852238c271d384bae6798145,6,0,49624.37,0.0,6,4,"lighter-market-cap-fdv-2b-one-day-after-launch-332: Different outcomes (No, Yes); lighter-market-cap-fdv-3b-one-day-after-launch-227: Different outcomes (No, Yes); will-lighter-perform-an-airdrop-by-december-31: Different outcomes (No, Yes); lighter-market-cap-fdv-1b-one-day-after-launch: Different outcomes (No, Yes)"
Marketpoll,0x036e3e41ee423583e62e2266a749de4fbdc39276,34,13,281211.13,29037.57,17,3,"will-zohran-mamdani-win-by-0-10: Different outcomes (No, Yes); will-abigail-spanberger-win-by-12-15: Different outcomes (No, Yes); will-mamdani-get-over-50-of-the-vote-in-the-general-mayoral-election: Different outcomes (No, Yes)"
aibaby,0xfa257198aff8511f2c6584b90b930c50deab05e8,61,48,184917.29,123564.16,80,2,"nba-ind-bos-2025-12-22: Different outcomes (Pacers, Celtics); acn-egy-zim-2025-12-22-egy: Different outcomes (No, Yes)"
qwerkk,0x7702028f87deda0ceefea619209ece9630669791,44,25,363690.12,48417.29,38,5,"will-nasry-juan-asfura-zablah-win-the-2025-honduran-presidential-election-by-less-than-1-388: Different outcomes (No, Yes); nba-sas-okc-2025-12-13: Different outcomes (Spurs, Thunder); nfl-bal-gb-2025-12-27: Different outcomes (Ravens, Packers); nba-bos-mil-2025-12-11: Different outcomes (Bucks, Celtics); nfl-hou-lac-2025-12-27: Different outcomes (Texans, Chargers)"
0xd6f44883f664d7dc963d8b89c5a0689fdd330566,0xd6f44883f664d7dc963d8b89c5a0689fdd330566,14,9,23965.5,7903.1,19,17,"nfl-no-ten-2025-12-28: Different outcomes (Saints, Titans); nba-mia-atl-2025-12-26: Different outcomes (Hawks, Heat); nfl-sea-car-2025-12-28: Different outcomes (Panthers, Seahawks); nba-det-uta-2025-12-26: Different outcomes (Jazz, Pistons); nba-cha-orl-2025-12-26: Different outcomes (Magic, Hornets); nba-lac-por-2025-12-26: Different outcomes (Trail Blazers, Clippers); nfl-jax-ind-2025-12-28: Different outcomes (Colts, Jaguars); nfl-ari-cin-2025-12-28: Different outcomes (Bengals, Cardinals); nba-phi-chi-2025-12-26: Different outcomes (76ers, Bulls); nba-phi-okc-2025-12-28: Different outcomes (76ers, Thunder); nba-phx-nop-2025-12-26: Different outcomes (Pelicans, Suns); nfl-phi-buf-2025-12-28: Different outcomes (Bills, Eagles); nba-gsw-tor-2025-12-28: Different outcomes (Warriors, Raptors); nba-mil-mem-2025-12-26: Different outcomes (Bucks, Grizzlies); nfl-tb-mia-2025-12-28: Different outcomes (Buccaneers, Dolphins); nfl-pit-cle-2025-12-28: Different outcomes (Steelers, Browns); nba-tor-was-2025-12-26: Different outcomes (Wizards, Raptors)"
gabagool-inv,0xf444220e8d32f456c39b6b727e7bb5bc41d8c970,9,5,5355.22,187.4,13,13,"eth-updown-15m-1766958300: Different outcomes (Up, Down); eth-updown-15m-1766960100: Different outcomes (Up, Down); eth-updown-15m-1766959200: Different outcomes (Up, Down); eth-updown-15m-1766961000: Different outcomes (Up, Down); eth-updown-15m-1766956500: Different outcomes (Up, Down); btc-updown-15m-1766961000: Different outcomes (Up, Down); eth-updown-15m-1766957400: Different outcomes (Up, Down); btc-updown-15m-1766956500: Different outcomes (Up, Down); btc-updown-15m-1766955600: Different outcomes (Up, Down); btc-updown-15m-1766958300: Different outcomes (Up, Down); btc-updown-15m-1766957400: Different outcomes (Up, Down); btc-updown-15m-1766960100: Different outcomes (Up, Down); eth-updown-15m-1766955600: Different outcomes (Up, Down)"
TheMangler,0x9703676286b93c2eca71ca96e8757104519a69c2,147,0,184127.6,0.0,46,0,
rox119,0x7b2c123bceec0c3d0fd206a19c283af65932af48,134,61,113713.18,20402.72,101,56,"sea-mil-ver-2025-12-28-total-3pt5: Different outcomes (Under, Over); por-aro-gil-2025-12-28-draw: Different outcomes (No, Yes); nhl-tb-fla-2025-12-27: Different outcomes (Panthers, Lightning); nhl-chi-dal-2025-12-27: Different outcomes (Blackhawks, Stars); aus-mct-per-2025-12-28-total-2pt5: Different outcomes (Under, Over); acn-eqg-sdn-2025-12-28-eqg: Different outcomes (No, Yes); nhl-edm-cal-2025-12-27: Different outcomes (Oilers, Flames); sea-ata-int-2025-12-28-int: Different outcomes (No, Yes); sea-pis-juv-2025-12-27-pis: Different outcomes (No, Yes); nhl-min-wpg-2025-12-27: Different outcomes (Jets, Wild); epl-sun-lee-2025-12-28-total-3pt5: Different outcomes (Under, Over); nhl-sj-van-2025-12-27: Different outcomes (Sharks, Canucks); por-scb-ben-2025-12-28-ben: Different outcomes (No, Yes); nba-sac-lal-2025-12-28-total-233pt5: Different outcomes (Under, Over); por-spo-rio-2025-12-28-draw: Different outcomes (No, Yes); nfl-jax-ind-2025-12-28: Different outcomes (Colts, Jaguars); acn-civ-cmr-2025-12-28-cmr: Different outcomes (No, Yes); sea-mil-ver-2025-12-28-mil: Different outcomes (No, Yes); sea-ata-int-2025-12-28-draw: Different outcomes (No, Yes); epl-cry-tot-2025-12-28-total-2pt5: Different outcomes (Under, Over); acn-alg-bur-2025-12-28-alg: Different outcomes (No, Yes); sea-cre-nap-2025-12-28-nap: Different outcomes (No, Yes); sea-cre-nap-2025-12-28-total-2pt5: Different outcomes (Under, Over); nhl-nyr-nyi-2025-12-27: Different outcomes (Islanders, Rangers); epl-cry-tot-2025-12-28-cry: Different outcomes (No, Yes); nfl-pit-cle-2025-12-28: Different outcomes (Steelers, Browns); sea-pis-juv-2025-12-27-total-1pt5: Different outcomes (Under, Over); nhl-col-las-2025-12-27: Different outcomes (Avalanche, Golden Knights); sea-bol-sas-2025-12-28-sas: Different outcomes (No, Yes); sea-bol-sas-2025-12-28-total-3pt5: Different outcomes (Under, Over); por-scb-ben-2025-12-28-scb: Different outcomes (No, Yes); sea-bol-sas-2025-12-28-total-1pt5: Different outcomes (Under, Over); aus-mct-per-2025-12-28-mct: Different outcomes (No, Yes); epl-sun-lee-2025-12-28-sun: Different outcomes (No, Yes); epl-sun-lee-2025-12-28-lee: Different outcomes (No, Yes); acn-gab-moz-2025-12-28-moz: Different outcomes (No, Yes); por-spo-rio-2025-12-28-spo: Different outcomes (No, Yes); sea-bol-sas-2025-12-28-bol: Different outcomes (No, Yes); sea-ata-int-2025-12-28-total-3pt5: Different outcomes (Under, Over); por-aro-gil-2025-12-28-aro: Different outcomes (No, Yes); sea-ata-int-2025-12-28-spread-away-1pt5: Different outcomes (FC Internazionale Milano, Atalanta BC); sea-cre-nap-2025-12-28-total-3pt5: Different outcomes (Under, Over); acn-civ-cmr-2025-12-28-civ: Different outcomes (No, Yes); sea-bol-sas-2025-12-28-draw: Different outcomes (No, Yes); sea-ata-int-2025-12-28-total-1pt5: Different outcomes (Under, Over); epl-cry-tot-2025-12-28-tot: Different outcomes (No, Yes); epl-liv-lee-2026-01-01-lee: Different outcomes (No, Yes); nhl-bos-buf-2025-12-27: Different outcomes (Sabres, Bruins); por-aro-gil-2025-12-28-gil: Different outcomes (No, Yes); epl-cry-tot-2025-12-28-total-1pt5: Different outcomes (Under, Over); acn-gab-moz-2025-12-28-gab: Different outcomes (No, Yes); sea-ata-int-2025-12-28-total-2pt5: Different outcomes (Under, Over); por-spo-rio-2025-12-28-rio: Different outcomes (No, Yes); sea-bol-sas-2025-12-28-total-2pt5: Different outcomes (Under, Over); sea-ata-int-2025-12-28-ata: Different outcomes (No, Yes); epl-ars-ast-2025-12-30-ars: Different outcomes (No, Yes)"
